PHASE 1 ACTUAL WORLD BUILD REPORT
Scene: Assets/Scenes/SampleScene.unity
Built: 8/4/2026 10:32:19 PM

MAIN GATE TERRAIN SEARCH: position=(178.95, 37.35, 402.11) | patch radius=28.0m | height range=20.2m | average slope=18.4 degrees | normalized elevation=0.12
MOUNTAIN VILLAGE TERRAIN SEARCH: position=(294.47, 27.13, 240.53) | patch radius=30.0m | height range=29.4m | average slope=20.4 degrees | normalized elevation=0.08
FLATLAND CASTLE TERRAIN SEARCH: position=(82.11, 4.78, 167.89) | patch radius=52.0m | height range=4.2m | average slope=6.2 degrees | normalized elevation=0.02
ROUTE DISTANCES:
Spawn -> Gate: 196.5m
Gate -> Village: 198.9m
Village -> Castle: 225.6m

OK: Main Gate Arch | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_archPointy_decorated_gate.prefab | pos (178.95, 37.36, 402.11)
OK: Left Gate Chain | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (182.35, 38.62, 402.61)
OK: Right Gate Chain | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chain_hang_A.prefab | pos (175.55, 36.32, 402.61)
OK: Gate Guardian Left | Assets/Malbers Animations/Dragons/8 - Kuzar the Magnificent/Model/Kuzar the Magnificent.prefab | pos (196.95, 42.83, 415.11)
OK: Gate Guardian Right | Assets/Malbers Animations/Dragons/8 - Kuzar the Magnificent/Model/Kuzar the Magnificent.prefab | pos (160.95, 31.39, 415.11)
OK: Village House A | Assets/Aletheia/Prefabs/house.prefab | pos (276.47, 35.06, 245.53)
OK: Village House B | Assets/Aletheia/Prefabs/house.prefab | pos (312.47, 25.11, 244.53)
OK: Village House C | Assets/Aletheia/Prefabs/house.prefab | pos (280.47, 39.66, 223.53)
OK: Village House D | Assets/Aletheia/Prefabs/house.prefab | pos (309.47, 26.03, 224.53)
OK: Village Mill | Assets/Aletheia/Prefabs/mill.prefab | pos (264.47, 40.41, 232.53)
OK: Village Well | Assets/Aletheia/Prefabs/well.prefab | pos (294.47, 28.66, 240.53)
OK: Village Gallows | Assets/Aletheia/Prefabs/gallows.prefab | pos (320.47, 24.37, 258.53)
OK: Village Lamp A | Assets/Aletheia/Prefabs/lamp.prefab | pos (290.47, 31.62, 248.53)
OK: Village Lamp B | Assets/Aletheia/Prefabs/lamp.prefab | pos (299.47, 31.84, 232.53)
OK: Village Fence West 0 | Assets/Aletheia/Prefabs/fence.prefab | pos (260.47, 38.77, 220.53)
OK: Village Fence West 1 | Assets/Aletheia/Prefabs/fence.prefab | pos (260.47, 35.09, 232.53)
OK: Village Fence West 2 | Assets/Aletheia/Prefabs/fence.prefab | pos (260.47, 29.16, 244.53)
OK: Village Fence West 3 | Assets/Aletheia/Prefabs/fence.prefab | pos (260.47, 21.04, 256.53)
OK: Village Barrel Cluster A | Assets/Aletheia/Prefabs/barrel.prefab | pos (302.47, 25.18, 242.53)
OK: Village Box Cluster A | Assets/Aletheia/Prefabs/box.prefab | pos (304.47, 24.01, 243.53)
OK: Village Wheelbarrow | Assets/Aletheia/Prefabs/wheelbarrow.prefab | pos (289.47, 32.92, 231.53)
OK: Key Maker House | Assets/Aletheia/Prefabs/house.prefab | pos (272.47, 28.81, 255.53)
OK: Forge | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Forge.prefab | pos (269.47, 30.28, 245.53)
OK: Anvil | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Anvil.prefab | pos (272.97, 30.99, 245.53)
OK: Bellows | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Bellows.prefab | pos (270.27, 31.28, 244.13)
OK: Work Table | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Work_Table.prefab | pos (275.77, 31.11, 245.53)
OK: Tool Rack | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Tool_Rack.prefab | pos (276.17, 31.04, 246.13)
OK: Grindstone | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Grindstone.prefab | pos (271.67, 32.17, 242.73)
OK: Quenching Trough | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Quenching_Trough.prefab | pos (274.17, 31.93, 243.73)
OK: Blacksmith Sign | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Blacksmith_Sign.prefab | pos (267.47, 29.26, 248.53)
OK: Ore Crate | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Ore_Crate.prefab | pos (277.47, 31.45, 244.53)
OK: Coal Pile | Assets/UpDraft Art/Stylized Blacksmith Workshop Kit/Prefabs/Coal_Pile.prefab | pos (268.27, 30.01, 245.33)
OK: Empty Key Box | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_chestOpen_body.prefab | pos (277.27, 30.22, 247.33)
OK: Warning Letter | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/obj_scroll.prefab | pos (277.02, 30.73, 247.38)
OK: Final Gate Key Preview | Assets/PurePoly/Free Fantasy RPG Weapons/Prefabs/PP_Theme_09_Key_002.prefab | pos (275.27, 30.84, 246.33)
OK: Castle Front Gate | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_archPointy_decorated_gate.prefab | pos (82.11, 4.79, 167.89)
OK: Castle Front Wall -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (65.91, 6.63, 167.89)
OK: Castle Front Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (74.01, 5.38, 167.89)
OK: Castle Front Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (90.21, 5.45, 167.89)
OK: Castle Front Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (98.31, 6.22, 167.89)
OK: Castle Floor -4_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 6.53, 171.89)
OK: Castle Floor -4_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 6.64, 175.89)
OK: Castle Floor -4_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 6.83, 179.89)
OK: Castle Floor -4_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 7.09, 183.89)
OK: Castle Floor -4_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 7.42, 187.89)
OK: Castle Floor -4_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 7.84, 191.89)
OK: Castle Floor -4_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 8.30, 195.89)
OK: Castle Floor -4_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 8.78, 199.89)
OK: Castle Floor -4_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (66.11, 9.19, 203.89)
OK: Castle Floor -3_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 6.10, 171.89)
OK: Castle Floor -3_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 6.25, 175.89)
OK: Castle Floor -3_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 6.40, 179.89)
OK: Castle Floor -3_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 6.66, 183.89)
OK: Castle Floor -3_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 6.99, 187.89)
OK: Castle Floor -3_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 7.44, 191.89)
OK: Castle Floor -3_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 7.95, 195.89)
OK: Castle Floor -3_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 8.51, 199.89)
OK: Castle Floor -3_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (70.11, 9.03, 203.89)
OK: Castle Floor -2_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 5.51, 171.89)
OK: Castle Floor -2_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 5.69, 175.89)
OK: Castle Floor -2_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 5.90, 179.89)
OK: Castle Floor -2_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 6.12, 183.89)
OK: Castle Floor -2_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 6.44, 187.89)
OK: Castle Floor -2_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 6.84, 191.89)
OK: Castle Floor -2_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 7.29, 195.89)
OK: Castle Floor -2_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 7.85, 199.89)
OK: Castle Floor -2_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (74.11, 8.41, 203.89)
OK: Castle Floor -1_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 5.02, 171.89)
OK: Castle Floor -1_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 5.21, 175.89)
OK: Castle Floor -1_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 5.40, 179.89)
OK: Castle Floor -1_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 5.61, 183.89)
OK: Castle Floor -1_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 5.83, 187.89)
OK: Castle Floor -1_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 6.14, 191.89)
OK: Castle Floor -1_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 6.51, 195.89)
OK: Castle Floor -1_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 6.95, 199.89)
OK: Castle Floor -1_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (78.11, 7.42, 203.89)
OK: Castle Floor 0_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 4.88, 171.89)
OK: Castle Floor 0_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.02, 175.89)
OK: Castle Floor 0_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.12, 179.89)
OK: Castle Floor 0_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.28, 183.89)
OK: Castle Floor 0_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.42, 187.89)
OK: Castle Floor 0_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.63, 191.89)
OK: Castle Floor 0_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 5.89, 195.89)
OK: Castle Floor 0_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 6.21, 199.89)
OK: Castle Floor 0_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (82.11, 6.59, 203.89)
OK: Castle Floor 1_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.04, 171.89)
OK: Castle Floor 1_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.11, 175.89)
OK: Castle Floor 1_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.19, 179.89)
OK: Castle Floor 1_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.27, 183.89)
OK: Castle Floor 1_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.37, 187.89)
OK: Castle Floor 1_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.47, 191.89)
OK: Castle Floor 1_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.64, 195.89)
OK: Castle Floor 1_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 5.84, 199.89)
OK: Castle Floor 1_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (86.11, 6.12, 203.89)
OK: Castle Floor 2_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.42, 171.89)
OK: Castle Floor 2_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.43, 175.89)
OK: Castle Floor 2_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.47, 179.89)
OK: Castle Floor 2_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.49, 183.89)
OK: Castle Floor 2_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.56, 187.89)
OK: Castle Floor 2_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.67, 191.89)
OK: Castle Floor 2_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.79, 195.89)
OK: Castle Floor 2_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 5.93, 199.89)
OK: Castle Floor 2_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (90.11, 6.15, 203.89)
OK: Castle Floor 3_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 5.80, 171.89)
OK: Castle Floor 3_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 5.80, 175.89)
OK: Castle Floor 3_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 5.81, 179.89)
OK: Castle Floor 3_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 5.85, 183.89)
OK: Castle Floor 3_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 5.95, 187.89)
OK: Castle Floor 3_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 6.05, 191.89)
OK: Castle Floor 3_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 6.19, 195.89)
OK: Castle Floor 3_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 6.36, 199.89)
OK: Castle Floor 3_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (94.11, 6.58, 203.89)
OK: Castle Floor 4_-4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.00, 171.89)
OK: Castle Floor 4_-3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 5.97, 175.89)
OK: Castle Floor 4_-2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 5.99, 179.89)
OK: Castle Floor 4_-1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.07, 183.89)
OK: Castle Floor 4_0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.19, 187.89)
OK: Castle Floor 4_1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.36, 191.89)
OK: Castle Floor 4_2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.58, 195.89)
OK: Castle Floor 4_3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 6.82, 199.89)
OK: Castle Floor 4_4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/floor_tiles.prefab | pos (98.11, 7.10, 203.89)
OK: Castle Left Wall -4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 5.65, 155.89)
OK: Castle Right Wall -4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 6.47, 155.89)
OK: Castle Left Wall -3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 5.80, 163.89)
OK: Castle Right Wall -3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 6.11, 163.89)
OK: Castle Left Wall -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 6.00, 171.89)
OK: Castle Right Wall -2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.82, 171.89)
OK: Castle Left Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 6.24, 179.89)
OK: Castle Right Wall -1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (118.11, 5.90, 179.89)
OK: Castle Left Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 6.44, 187.89)
OK: Castle Right Wall 0 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.67, 187.89)
OK: Castle Left Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 6.61, 195.89)
OK: Castle Right Wall 1 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.54, 195.89)
OK: Castle Left Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricksBroken.prefab | pos (46.11, 7.24, 203.89)
OK: Castle Right Wall 2 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.41, 203.89)
OK: Castle Left Wall 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 7.81, 211.89)
OK: Castle Right Wall 3 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (118.11, 5.54, 211.89)
OK: Castle Left Wall 4 | Assets/ZerinLabs_lowpolyPack_ModularDungeons/prefabs/modularDungeonPiecesHIGH_URP/wall_bricks.prefab | pos (46.11, 8.76, 219.89)
